,0,1,2
20764,-9.051,-17.999,1.734
20765,-0.857,-3.078,0.202
20766,-4.309,-8.579,0.355
20767,-0.856,-3.079,0.044
20768,-1.853,-3.694,-0.048
20769,-0.976,-3.513,-0.129
20770,-1.107,-2.206,-0.15
20771,-0.638,-2.3,-0.202
20772,-1.649,-3.288,-0.404
20773,-0.611,-2.211,-0.309
20774,-1.963,-3.916,-0.699
20775,-0.605,-2.199,-0.423
20776,-1.842,-3.672,-0.864
20777,-0.602,-2.201,-0.541
20778,-1.147,-2.284,-0.67
20779,-0.601,-2.214,-0.667
20780,-1.111,-2.213,-0.783
20781,-0.596,-2.209,-0.79
20782,-1.098,-2.183,-0.908
20783,-0.589,-2.203,-0.918
20784,-0.198,-0.393,-0.189
20785,-0.105,-0.399,-0.191
20786,-0.178,-0.354,-0.194
20787,-0.092,-0.354,-0.192
20788,-0.152,-0.301,-0.187
20789,-0.083,-0.324,-0.198
20790,-0.144,-0.285,-0.199
20791,-0.072,-0.285,-0.195
20792,-0.0,-0.0,-0.0
20793,-0.0,-0.0,-0.0
20794,-0.0,-0.0,-0.0
20795,-0.0,-0.0,-0.0
20796,-0.0,-0.0,-0.0
20797,-0.0,-0.0,-0.0
20798,-0.0,-0.0,-0.0
20799,-0.0,-0.0,-0.0
20800,-1.381,-2.569,2.934
20801,-0.968,-3.893,3.878
20802,-2.043,-3.831,3.937
20803,-0.997,-3.914,3.516
20804,-2.134,-4.032,3.724
20805,-1.021,-3.925,3.176
20806,-2.137,-4.059,3.368
20807,-1.066,-4.026,2.929
20808,-2.128,-4.062,3.018
20809,-1.247,-4.64,3.024
20810,-2.457,-4.71,3.121
20811,-1.554,-5.71,3.318
20812,-2.553,-4.915,2.889
20813,-1.583,-5.756,2.961
20814,-3.045,-5.88,3.042
20815,-2.078,-7.489,3.378
20816,-3.964,-7.677,3.457
20817,-2.107,-7.538,2.943
20818,-3.97,-7.713,2.982
20819,-2.576,-9.161,3.046
20820,-0.0,-0.0,0.0
20821,-3.132,-11.076,3.065
20822,-5.394,-10.523,2.8
20823,-4.162,-14.671,3.261
20824,-0.0,-0.0,0.0
20825,-5.167,-18.166,3.076
20826,-9.018,-17.64,2.682
20827,-0.0,-0.0,0.0
20828,-9.115,-17.853,1.726
20829,-0.0,-0.0,0.0
20830,-4.382,-8.593,0.357
20831,-0.872,-3.063,0.044
20832,-1.878,-3.686,-0.048
20833,-0.99,-3.481,-0.128
20834,-1.126,-2.21,-0.15
20835,-0.653,-2.302,-0.203
20836,-1.668,-3.276,-0.404
20837,-0.669,-2.365,-0.331
20838,-1.991,-3.912,-0.701
20839,-0.669,-2.375,-0.457
20840,-1.838,-3.608,-0.852
20841,-0.653,-2.333,-0.575
20842,-1.183,-2.322,-0.684
20843,-0.621,-2.231,-0.673
20844,-1.125,-2.207,-0.783
20845,-0.61,-2.208,-0.791
20846,-1.115,-2.185,-0.911
20847,-0.602,-2.199,-0.918
20848,-0.2,-0.391,-0.189
20849,-0.108,-0.4,-0.192
20850,-0.181,-0.353,-0.195
20851,-0.094,-0.352,-0.191
20852,-0.155,-0.302,-0.188
20853,-0.085,-0.324,-0.198
20854,-0.147,-0.287,-0.201
20855,-0.073,-0.282,-0.194
20856,-0.0,-0.0,-0.0
20857,-0.0,-0.0,-0.0
20858,-0.0,-0.0,-0.0
20859,-0.0,-0.0,-0.0
20860,-0.0,-0.0,-0.0
20861,-0.0,-0.0,-0.0
20862,-0.0,-0.0,-0.0
20863,-0.0,-0.0,-0.0
20864,-1.396,-2.559,2.934
20865,-0.99,-3.88,3.871
20866,-2.061,-3.809,3.928
20867,-1.024,-3.919,3.526
20868,-2.172,-4.043,3.747
20869,-1.05,-3.937,3.192
20870,-2.163,-4.048,3.369
20871,-1.091,-4.022,2.931
20872,-2.165,-4.071,3.035
20873,-1.272,-4.623,3.018
20874,-2.495,-4.713,3.134
20875,-1.593,-5.714,3.326
20876,-2.562,-4.86,2.866
20877,-1.623,-5.761,2.969
20878,-3.101,-5.899,3.061
20879,-2.128,-7.49,3.384
20880,-4.025,-7.679,3.469
20881,-2.155,-7.531,2.946
20882,-4.026,-7.705,2.988
20883,-2.646,-9.193,3.062
20884,-0.0,-0.0,0.0
20885,-3.208,-11.084,3.072
20886,-0.0,-0.0,0.0
20887,-4.257,-14.662,3.265
20888,-7.776,-14.963,3.128
20889,-5.281,-18.144,3.078
20890,-9.065,-17.466,2.664
20891,-6.289,-21.577,2.529
20892,-9.13,-17.614,1.708
20893,-6.252,-21.437,1.409
20894,-4.448,-8.593,0.358
20895,-4.269,-14.647,0.21
20896,-1.903,-3.68,-0.048
20897,-0.992,-3.408,-0.126
20898,-1.138,-2.202,-0.15
20899,-0.666,-2.292,-0.202
20900,-1.689,-3.266,-0.404
20901,-0.68,-2.348,-0.329
20902,-1.984,-3.84,-0.69
20903,-0.682,-2.363,-0.456
20904,-1.735,-3.356,-0.795
20905,-0.675,-2.353,-0.581
20906,-1.214,-2.347,-0.693
20907,-0.685,-2.404,-0.726
20908,-1.137,-2.198,-0.782
20909,-0.707,-2.498,-0.897
20910,-1.128,-2.177,-0.911
20911,-0.618,-2.206,-0.922
20912,-0.204,-0.393,-0.19
20913,-0.111,-0.401,-0.193
20914,-0.187,-0.359,-0.198
20915,-0.096,-0.352,-0.192
20916,-0.16,-0.308,-0.193
20917,-0.088,-0.325,-0.199
20918,-0.149,-0.286,-0.201
20919,-0.0,-0.0,-0.0
20920,-0.0,-0.0,-0.0
20921,-0.0,-0.0,-0.0
20922,-0.0,-0.0,-0.0
20923,-0.0,-0.0,-0.0
20924,-0.0,-0.0,-0.0
20925,-0.0,-0.0,-0.0
20926,-0.0,-0.0,-0.0
20927,-0.0,-0.0,-0.0
20928,-1.414,-2.556,2.939
20929,-1.014,-3.876,3.873
20930,-1.556,-2.833,2.931
20931,-1.049,-3.917,3.53
20932,-2.212,-4.056,3.772
20933,-1.08,-3.951,3.208
20934,-2.192,-4.042,3.375
20935,-1.116,-4.017,2.932
20936,-2.199,-4.076,3.048
20937,-1.302,-4.621,3.022
20938,-2.537,-4.722,3.15
20939,-1.632,-5.718,3.334
20940,-2.586,-4.833,2.86
20941,-1.657,-5.748,2.967
20942,-3.149,-5.902,3.072
20943,-2.179,-7.494,3.392
20944,-4.084,-7.677,3.48
20945,-2.21,-7.546,2.957
20946,-4.092,-7.715,3.002
20947,-2.714,-9.216,3.075
20948,-0.0,-0.0,0.0
20949,-3.283,-11.088,3.079
20950,-0.0,-0.0,0.0
20951,-4.354,-14.661,3.27
20952,-7.895,-14.968,3.139
20953,-0.0,-0.0,0.0
20954,-9.096,-17.266,2.642
20955,-6.397,-21.457,2.519
20956,-9.231,-17.545,1.707
20957,-6.362,-21.326,1.404
20958,-4.518,-8.598,0.36
20959,-3.799,-12.743,0.183
20960,-1.929,-3.673,-0.049
20961,-1.185,-3.979,-0.147
20962,-1.165,-2.219,-0.152
20963,-0.663,-2.232,-0.197
20964,-1.71,-3.259,-0.404
20965,-0.691,-2.333,-0.328
20966,-1.81,-3.45,-0.622
20967,-0.693,-2.349,-0.454
20968,-1.758,-3.349,-0.796
20969,-0.684,-2.332,-0.576
20970,-1.234,-2.35,-0.696
20971,-0.691,-2.372,-0.718
20972,-1.153,-2.195,-0.784
20973,-0.738,-2.547,-0.916
20974,-1.142,-2.172,-0.912
20975,-0.629,-2.191,-0.917
20976,-0.206,-0.392,-0.19
20977,-0.114,-0.4,-0.192
20978,-0.189,-0.358,-0.198
20979,-0.098,-0.35,-0.191
20980,-0.161,-0.305,-0.191
20981,-0.089,-0.323,-0.199
20982,-0.153,-0.29,-0.204
20983,-0.077,-0.283,-0.195
20984,-0.0,-0.0,-0.0
20985,-0.0,-0.0,-0.0
20986,-0.0,-0.0,-0.0
20987,-0.0,-0.0,-0.0
20988,-0.0,-0.0,-0.0
20989,-0.0,-0.0,-0.0
20990,-0.0,-0.0,-0.0
20991,-0.0,-0.0,-0.0
20992,-1.43,-2.547,2.939
20993,-1.04,-3.878,3.881
20994,-1.573,-2.824,2.931
20995,-1.076,-3.922,3.54
20996,-2.241,-4.051,3.779
20997,-1.104,-3.945,3.209
20998,-2.226,-4.045,3.389
20999,-1.141,-4.012,2.933
21000,-2.231,-4.074,3.057
21001,-1.339,-4.641,3.04
21002,-2.586,-4.742,3.174
21003,-1.672,-5.726,3.345
21004,-2.618,-4.821,2.862
21005,-1.691,-5.733,2.965
21006,-3.197,-5.905,3.084
21007,-2.225,-7.481,3.392
21008,-4.15,-7.687,3.496
21009,-2.262,-7.552,2.965
21010,-4.156,-7.722,3.014
21011,-2.796,-9.283,3.104
21012,-0.0,-0.0,0.0
21013,-3.358,-11.093,3.086
21014,-5.571,-10.393,2.792
21015,-4.448,-14.648,3.274
21016,-7.974,-14.895,3.134
21017,-0.0,-0.0,0.0
21018,-9.084,-16.99,2.608
21019,-0.0,-0.0,0.0
21020,-9.353,-17.514,1.709
21021,-0.0,-0.0,0.0
21022,-4.579,-8.586,0.36
21023,-3.858,-12.658,0.182
21024,-1.952,-3.663,-0.049
21025,-1.218,-4.001,-0.148
21026,-1.183,-2.22,-0.153
21027,-0.68,-2.239,-0.198
21028,-1.731,-3.25,-0.405
21029,-0.69,-2.278,-0.321
21030,-2.098,-3.941,-0.713
21031,-0.691,-2.288,-0.443
21032,-1.854,-3.481,-0.83
21033,-0.694,-2.314,-0.573
21034,-1.242,-2.329,-0.693
21035,-0.699,-2.343,-0.71
21036,-1.167,-2.189,-0.784
21037,-0.753,-2.542,-0.916
21038,-1.158,-2.17,-0.914
21039,-0.64,-2.178,-0.913
21040,-0.209,-0.391,-0.19
21041,-0.117,-0.401,-0.193
21042,-0.184,-0.344,-0.191
21043,-0.1,-0.35,-0.191
21044,-0.162,-0.301,-0.19
21045,-0.092,-0.325,-0.2
21046,-0.156,-0.289,-0.205
21047,-0.08,-0.287,-0.198
21048,-0.0,-0.0,-0.0
21049,-0.0,-0.0,-0.0
21050,-0.0,-0.0,-0.0
21051,-0.0,-0.0,-0.0
21052,-0.0,-0.0,-0.0
21053,-0.0,-0.0,-0.0
21054,-0.0,-0.0,-0.0
21055,-0.0,-0.0,-0.0
21056,-1.941,-3.408,3.947
21057,-1.067,-3.882,3.892
21058,-1.572,-2.781,2.896
21059,-1.103,-3.925,3.55
21060,-2.266,-4.038,3.781
21061,-1.13,-3.945,3.214
21062,-2.258,-4.044,3.4
21063,-1.167,-4.008,2.936
21064,-2.264,-4.075,3.068
21065,-1.371,-4.644,3.048
21066,-2.624,-4.743,3.185
21067,-1.713,-5.733,3.355
21068,-2.657,-4.823,2.873
21069,-1.734,-5.75,2.979
21070,-3.252,-5.918,3.102
21071,-2.275,-7.482,3.399
21072,-4.212,-7.688,3.508
21073,-2.312,-7.55,2.97
21074,-4.22,-7.725,3.026
21075,-2.865,-9.306,3.117
21076,-5.195,-9.526,3.138
21077,-3.434,-11.097,3.093
21078,-5.62,-10.331,2.784
21079,-4.546,-14.645,3.279
21080,-8.044,-14.806,3.126
21081,-0.0,-0.0,0.0
21082,-9.124,-16.816,2.59
21083,-5.905,-18.954,2.234
21084,-9.5,-17.53,1.716
21085,-0.0,-0.0,0.0
21086,-4.644,-8.58,0.361
21087,-3.892,-12.492,0.18
21088,-1.973,-3.649,-0.049
21089,-1.241,-3.989,-0.148
21090,-1.197,-2.214,-0.153
21091,-0.689,-2.219,-0.197
21092,-1.751,-3.24,-0.405
21093,-0.706,-2.28,-0.321
21094,-2.128,-3.938,-0.715
21095,-0.703,-2.279,-0.442
21096,-1.958,-3.622,-0.866
21097,-0.703,-2.29,-0.568
21098,-1.254,-2.317,-0.691
21099,-0.708,-2.324,-0.706
21100,-1.184,-2.189,-0.787
21101,-0.767,-2.532,-0.914
21102,-0.226,-0.417,-0.176
21103,-0.658,-2.19,-0.92
21104,-0.21,-0.387,-0.189
21105,-0.12,-0.404,-0.195
21106,-0.191,-0.351,-0.196
21107,-0.104,-0.353,-0.193
21108,-0.164,-0.301,-0.19
21109,-0.093,-0.322,-0.199
21110,-0.159,-0.291,-0.207
21111,-0.0,-0.0,-0.0
21112,-0.0,-0.0,-0.0
21113,-0.0,-0.0,-0.0
21114,-0.0,-0.0,-0.0
21115,-0.0,-0.0,-0.0
21116,-0.0,-0.0,-0.0
21117,-0.0,-0.0,-0.0
21118,-0.0,-0.0,-0.0
21119,-0.0,-0.0,-0.0
21120,-1.962,-3.397,3.947
21121,-1.092,-3.879,3.896
21122,-2.168,-3.781,3.952
21123,-1.127,-3.917,3.548
21124,-2.304,-4.047,3.802
21125,-1.158,-3.952,3.226
21126,-2.291,-4.045,3.413
21127,-1.191,-4.0,2.935
21128,-2.293,-4.068,3.073
21129,-1.401,-4.642,3.052
21130,-2.666,-4.75,3.201
21131,-1.749,-5.727,3.358
21132,-2.697,-4.825,2.884
21133,-1.777,-5.762,2.991
21134,-3.294,-5.91,3.108
21135,-2.337,-7.519,3.422
21136,-4.274,-7.691,3.521
21137,-2.361,-7.546,2.973
21138,-4.28,-7.722,3.035
21139,-2.934,-9.326,3.129
21140,-5.255,-9.497,3.139
21141,-3.512,-11.106,3.102
21142,-0.0,-0.0,0.0
21143,-4.098,-12.92,2.898
21144,-0.0,-0.0,0.0
21145,-0.0,-0.0,0.0
21146,-9.134,-16.59,2.564
21147,-0.0,-0.0,0.0
21148,-9.627,-17.507,1.72
21149,-5.981,-18.779,1.243
21150,-4.736,-8.624,0.364
21151,-3.897,-12.244,0.177
21152,-1.994,-3.634,-0.048
21153,-1.267,-3.985,-0.148
21154,-1.218,-2.221,-0.154
21155,-0.706,-2.225,-0.198
21156,-1.771,-3.228,-0.405
21157,-1.241,-3.922,-0.554
21158,-2.159,-3.938,-0.717
21159,-1.239,-3.932,-0.764
21160,-2.013,-3.67,-0.881
21161,-0.713,-2.275,-0.565
21162,-1.256,-2.288,-0.685
21163,-0.711,-2.281,-0.694
21164,-1.199,-2.184,-0.787
21165,-0.784,-2.532,-0.915
21166,-0.231,-0.421,-0.178
21167,-0.674,-2.196,-0.924
21168,-0.214,-0.389,-0.191
21169,-0.121,-0.399,-0.193
21170,-0.195,-0.355,-0.198
21171,-0.105,-0.349,-0.192
21172,-0.167,-0.303,-0.192
21173,-0.094,-0.318,-0.197
21174,-0.162,-0.293,-0.209
21175,-0.085,-0.29,-0.201
21176,-0.0,-0.0,-0.0
21177,-0.0,-0.0,-0.0
21178,-0.0,-0.0,-0.0
21179,-0.0,-0.0,-0.0
21180,-0.0,-0.0,-0.0
21181,-0.0,-0.0,-0.0
21182,-0.0,-0.0,-0.0
21183,-0.0,-0.0,-0.0
21184,-1.986,-3.39,3.954
21185,-1.117,-3.877,3.901
21186,-2.199,-3.782,3.967
21187,-1.154,-3.923,3.56
21188,-2.338,-4.048,3.817
21189,-1.182,-3.942,3.224
21190,-2.332,-4.058,3.436
21191,-1.216,-3.993,2.936
21192,-2.322,-4.062,3.079
21193,-1.43,-4.634,3.053
21194,-2.709,-4.758,3.218
21195,-1.792,-5.74,3.372
21196,-2.738,-4.828,2.895
21197,-1.816,-5.765,2.998
21198,-3.343,-5.912,3.12
21199,-2.393,-7.535,3.436
21200,-4.342,-7.701,3.538
21201,-2.415,-7.555,2.983
21202,-4.338,-7.715,3.042
21203,-3.0,-9.335,3.139
21204,-5.332,-9.498,3.15
21205,-3.583,-11.094,3.104
21206,-0.0,-0.0,0.0
21207,-0.0,-0.0,0.0
21208,-0.0,-0.0,0.0
21209,-0.0,-0.0,0.0
21210,-9.141,-16.365,2.538
21211,-6.111,-18.799,2.224
21212,-9.767,-17.508,1.726
21213,-6.103,-18.764,1.245
21214,-4.804,-8.621,0.365
21215,-3.936,-12.108,0.176
21216,-2.017,-3.623,-0.048
21217,-1.302,-4.01,-0.149
21218,-1.239,-2.227,-0.155
21219,-0.719,-2.219,-0.198
21220,-1.789,-3.214,-0.404
21221,-1.266,-3.919,-0.555
21222,-2.192,-3.94,-0.72
21223,-1.268,-3.939,-0.767
21224,-2.035,-3.657,-0.88
21225,-1.163,-3.633,-0.904
21226,-1.265,-2.271,-0.682
21227,-0.728,-2.288,-0.697
21228,-1.215,-2.181,-0.789
21229,-0.8,-2.53,-0.916
21230,-0.236,-0.423,-0.18
21231,-0.68,-2.167,-0.914
21232,-0.213,-0.382,-0.188
21233,-0.124,-0.399,-0.193
21234,-0.194,-0.346,-0.195
21235,-0.106,-0.346,-0.19
21236,-0.172,-0.308,-0.195
21237,-0.096,-0.318,-0.197
21238,-0.167,-0.297,-0.212
21239,-0.086,-0.289,-0.2
21240,-0.0,-0.0,-0.0
21241,-0.0,-0.0,-0.0
21242,-0.0,-0.0,-0.0
21243,-0.0,-0.0,-0.0
21244,-0.0,-0.0,-0.0
21245,-0.0,-0.0,-0.0
21246,-0.0,-0.0,-0.0
21247,-0.0,-0.0,-0.0
21248,-2.004,-3.372,3.947
21249,-1.143,-3.879,3.91
21250,-2.226,-3.775,3.974
21251,-1.185,-3.937,3.579
21252,-2.359,-4.027,3.81
21253,-1.208,-3.943,3.23
21254,-2.366,-4.061,3.45
21255,-1.24,-3.983,2.934
21256,-2.365,-4.079,3.103
21257,-1.459,-4.629,3.055
21258,-2.76,-4.778,3.242
21259,-1.836,-5.756,3.387
21260,-2.782,-4.837,2.911
21261,-1.856,-5.767,3.005
21262,-3.406,-5.937,3.144
21263,-2.445,-7.539,3.445
21264,-4.406,-7.703,3.551
21265,-2.467,-7.556,2.989
21266,-4.407,-7.728,3.058
21267,-3.068,-9.349,3.15
21268,-5.419,-9.516,3.167
21269,-3.664,-11.112,3.115
21270,-0.0,-0.0,0.0
21271,-0.0,-0.0,0.0
21272,-8.569,-15.103,3.221
21273,-0.0,-0.0,0.0
21274,-9.149,-16.145,2.512
21275,-6.224,-18.756,2.224
21276,-9.162,-16.188,1.601
21277,-6.224,-18.744,1.246
21278,-4.873,-8.621,0.367
21279,-3.925,-11.828,0.172
21280,-2.037,-3.606,-0.048
21281,-1.263,-3.812,-0.142
21282,-1.256,-2.224,-0.155
21283,-0.734,-2.218,-0.198
21284,-1.81,-3.206,-0.405
21285,-1.295,-3.926,-0.557
21286,-2.222,-3.937,-0.722
21287,-1.31,-3.985,-0.777
21288,-2.04,-3.614,-0.873
21289,-1.188,-3.634,-0.907
21290,-1.248,-2.208,-0.665
21291,-0.971,-2.986,-0.912
21292,-1.239,-2.193,-0.796
21293,-0.811,-2.509,-0.91
21294,-0.239,-0.423,-0.18
21295,-0.697,-2.175,-0.919
21296,-0.213,-0.376,-0.185
21297,-0.127,-0.4,-0.194
21298,-0.194,-0.343,-0.193
21299,-0.111,-0.355,-0.195
21300,-0.174,-0.306,-0.195
21301,-0.099,-0.321,-0.199
21302,-0.167,-0.294,-0.21
21303,-0.089,-0.29,-0.201
21304,-0.0,-0.0,-0.0
21305,-0.0,-0.0,-0.0
21306,-0.0,-0.0,-0.0
21307,-0.0,-0.0,-0.0
21308,-0.0,-0.0,-0.0
21309,-0.0,-0.0,-0.0
21310,-0.0,-0.0,-0.0
21311,-0.0,-0.0,-0.0
21312,-2.024,-3.36,3.947
21313,-1.169,-3.878,3.915
21314,-2.248,-3.759,3.971
21315,-1.209,-3.929,3.578
21316,-2.391,-4.025,3.822
21317,-1.238,-3.952,3.243
21318,-2.398,-4.058,3.46
21319,-1.266,-3.98,2.937
21320,-2.403,-4.085,3.119
21321,-1.491,-4.63,3.062
21322,-3.414,-5.829,3.969
21323,-1.873,-5.752,3.392
21324,-2.833,-4.855,2.932
21325,-1.897,-5.773,3.014
21326,-3.442,-5.916,3.144
21327,-2.499,-7.548,3.455
21328,-4.469,-7.704,3.564
21329,-2.515,-7.547,2.992
21330,-4.478,-7.74,3.074
21331,-3.136,-9.362,3.161
21332,-5.515,-9.548,3.189
21333,-3.739,-11.111,3.122
21334,-0.0,-0.0,0.0
21335,-4.969,-14.724,3.323
21336,-8.604,-14.95,3.2
21337,-0.0,-0.0,0.0
21338,-9.15,-15.918,2.486
21339,-6.334,-18.703,2.222
21340,-9.251,-16.114,1.6
21341,-6.361,-18.77,1.25
21342,-4.94,-8.614,0.368
21343,-3.952,-11.67,0.17
21344,-2.058,-3.592,-0.048
21345,-3.935,-11.633,-0.435
21346,-1.274,-2.224,-0.155
21347,-0.751,-2.224,-0.199
21348,-1.834,-3.203,-0.406
21349,-1.32,-3.92,-0.557
21350,-2.25,-3.93,-0.723
21351,-1.331,-3.967,-0.776
21352,-2.007,-3.505,-0.85
21353,-1.211,-3.628,-0.907
21354,-1.257,-2.193,-0.663
21355,-0.982,-2.958,-0.905
21356,-1.427,-2.489,-0.907
21357,-0.826,-2.504,-0.91
21358,-0.242,-0.422,-0.181
21359,-0.713,-2.179,-0.922
21360,-0.214,-0.373,-0.185
21361,-0.13,-0.401,-0.195
21362,-0.199,-0.346,-0.196
21363,-0.113,-0.353,-0.195
21364,-0.173,-0.301,-0.193
21365,-0.1,-0.317,-0.197
21366,-0.168,-0.291,-0.209
21367,-0.09,-0.288,-0.2
21368,-0.0,-0.0,-0.0
21369,-0.0,-0.0,-0.0
21370,-0.0,-0.0,-0.0
21371,-0.0,-0.0,-0.0
21372,-0.0,-0.0,-0.0
21373,-0.0,-0.0,-0.0
21374,-0.0,-0.0,-0.0
21375,-0.0,-0.0,-0.0
21376,-2.046,-3.349,3.95
21377,-1.195,-3.878,3.923
21378,-2.264,-3.734,3.96
21379,-1.232,-3.919,3.576
21380,-2.435,-4.043,3.853
21381,-1.264,-3.95,3.248
21382,-2.429,-4.053,3.468
21383,-1.295,-3.988,2.949
21384,-2.442,-4.094,3.137
21385,-1.525,-4.639,3.074
21386,-3.458,-5.822,3.979
21387,-1.908,-5.738,3.391
21388,-2.869,-4.849,2.939
21389,-1.939,-5.78,3.024
21390,-3.486,-5.908,3.151
21391,-2.551,-7.55,3.463
21392,-4.531,-7.7,3.575
21393,-2.563,-7.538,2.994
21394,-4.546,-7.749,3.088
21395,-3.202,-9.367,3.169
21396,-5.609,-9.574,3.209
21397,-3.815,-11.109,3.127
21398,-5.855,-10.019,2.747
21399,-5.069,-14.719,3.329
21400,-8.661,-14.839,3.188
21401,-0.0,-0.0,0.0
21402,-9.174,-15.736,2.466
21403,-6.443,-18.646,2.22
21404,-9.366,-16.085,1.602
21405,-6.473,-18.722,1.25
21406,-3.008,-5.173,0.222
21407,-3.954,-11.443,0.167
21408,-2.062,-3.548,-0.048
21409,-3.971,-11.506,-0.431
21410,-1.291,-2.222,-0.156
21411,-0.766,-2.222,-0.199
21412,-1.859,-3.201,-0.407
21413,-1.339,-3.896,-0.555
21414,-2.283,-3.933,-0.726
21415,-1.346,-3.931,-0.77
21416,-2.009,-3.458,-0.841
21417,-1.228,-3.604,-0.903
21418,-1.684,-2.896,-0.879
21419,-0.999,-2.951,-0.905
21420,-1.441,-2.478,-0.906
21421,-0.84,-2.495,-0.909
21422,-0.245,-0.42,-0.181
21423,-0.723,-2.164,-0.918
21424,-0.217,-0.372,-0.185
21425,-0.131,-0.395,-0.192
21426,-0.2,-0.344,-0.195
21427,-0.117,-0.357,-0.197
21428,-0.178,-0.304,-0.195
21429,-0.102,-0.317,-0.197
21430,-0.17,-0.29,-0.209
21431,-0.091,-0.286,-0.199
21432,-0.0,-0.0,-0.0
21433,-0.0,-0.0,-0.0
21434,-0.0,-0.0,-0.0
21435,-0.0,-0.0,-0.0
21436,-0.0,-0.0,-0.0
21437,-0.0,-0.0,-0.0
21438,-0.0,-0.0,-0.0
21439,-0.0,-0.0,-0.0
21440,-2.068,-3.34,3.953
21441,-1.223,-3.884,3.936
21442,-2.281,-3.709,3.948
21443,-1.261,-3.928,3.592
21444,-2.472,-4.048,3.873
21445,-1.29,-3.948,3.253
21446,-2.466,-4.059,3.486
21447,-1.323,-3.991,2.957
21448,-2.477,-4.096,3.151
21449,-1.559,-4.646,3.085
21450,-3.495,-5.802,3.98
21451,-1.955,-5.761,3.411
21452,-2.939,-4.899,2.98
21453,-1.98,-5.787,3.033
21454,-3.55,-5.933,3.176
21455,-2.605,-7.556,3.474
21456,-4.594,-7.699,3.588
21457,-2.618,-7.547,3.004
21458,-4.613,-7.752,3.101
21459,-3.268,-9.372,3.177
21460,-5.694,-9.584,3.224
21461,-3.893,-11.116,3.136
21462,-0.0,-0.0,0.0
21463,-5.167,-14.71,3.334
21464,-8.719,-14.729,3.175
21465,-0.0,-0.0,0.0
21466,-9.21,-15.577,2.45
21467,-0.0,-0.0,0.0
21468,-9.501,-16.088,1.608
21469,-6.564,-18.615,1.245
21470,-3.061,-5.19,0.223
21471,-3.975,-11.279,0.165
21472,-5.087,-8.632,-0.117
21473,-4.009,-11.388,-0.428
21474,-1.314,-2.231,-0.157
21475,-0.782,-2.224,-0.2
21476,-1.881,-3.194,-0.407
21477,-1.355,-3.866,-0.552
21478,-2.319,-3.937,-0.729
21479,-1.349,-3.862,-0.758
21480,-2.023,-3.433,-0.838
21481,-1.249,-3.595,-0.902
21482,-1.733,-2.939,-0.895
21483,-1.023,-2.961,-0.91
21484,-1.444,-2.449,-0.898
21485,-0.859,-2.499,-0.912
21486,-0.245,-0.416,-0.179
21487,-0.737,-2.162,-0.919
21488,-0.218,-0.369,-0.184
21489,-0.133,-0.394,-0.192
21490,-0.203,-0.343,-0.195
21491,-0.119,-0.355,-0.197
21492,-0.181,-0.305,-0.196
21493,-0.104,-0.315,-0.196
21494,-0.169,-0.284,-0.206
21495,-0.093,-0.287,-0.2
21496,-0.0,-0.0,-0.0
21497,-0.0,-0.0,-0.0
21498,-0.0,-0.0,-0.0
21499,-0.0,-0.0,-0.0
21500,-0.0,-0.0,-0.0
21501,-0.0,-0.0,-0.0
21502,-0.0,-0.0,-0.0
21503,-0.0,-0.0,-0.0
21504,-2.092,-3.332,3.959
21505,-1.248,-3.882,3.942
21506,-2.303,-3.695,3.948
21507,-1.289,-3.93,3.6
21508,-2.505,-4.045,3.884
21509,-1.319,-3.956,3.266
21510,-2.508,-4.071,3.51
21511,-1.351,-3.993,2.964
21512,-2.512,-4.096,3.162
21513,-1.588,-4.636,3.085
21514,-3.529,-5.778,3.979
21515,-1.993,-5.757,3.416
21516,-2.981,-4.901,2.993
21517,-2.024,-5.796,3.045
21518,-3.603,-5.939,3.191
21519,-2.657,-7.557,3.481
21520,-3.837,-6.341,2.966
21521,-2.678,-7.569,3.019
21522,-4.677,-7.752,3.112
21523,-3.331,-9.368,3.183
21524,-5.78,-9.595,3.24
21525,-3.973,-11.123,3.145
21526,-0.0,-0.0,0.0
21527,-5.266,-14.704,3.34
21528,-8.795,-14.651,3.17
21529,-0.0,-0.0,0.0
21530,-9.237,-15.407,2.432
21531,-6.644,-18.49,2.211
21532,-9.654,-16.122,1.618
21533,-6.654,-18.506,1.241
21534,-3.091,-5.167,0.223
21535,-3.994,-11.115,0.163
21536,-3.082,-5.157,-0.07
21537,-2.429,-6.768,-0.255
21538,-1.334,-2.233,-0.158
21539,-0.8,-2.232,-0.201
21540,-1.914,-3.203,-0.41
21541,-1.38,-3.862,-0.552
21542,-2.351,-3.937,-0.732
21543,-1.373,-3.856,-0.759
21544,-2.039,-3.413,-0.836
21545,-1.275,-3.598,-0.905
21546,-1.749,-2.925,-0.894
21547,-1.04,-2.951,-0.909
21548,-1.459,-2.44,-0.898
21549,-0.87,-2.483,-0.909
21550,-0.246,-0.411,-0.178
21551,-0.747,-2.149,-0.916
21552,-0.224,-0.374,-0.187
21553,-0.136,-0.394,-0.193
21554,-0.206,-0.343,-0.196
21555,-0.122,-0.359,-0.199
21556,-0.181,-0.301,-0.195
21557,-0.107,-0.317,-0.198
21558,-0.167,-0.278,-0.202
21559,-0.093,-0.281,-0.196
21560,-0.0,-0.0,-0.0
21561,-0.0,-0.0,-0.0
